Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,County,District,Ward,District Code,Ward Code,Country,County Code,Constituency,Introduced,Terminated,Parish,National Park,Population,Households,Built up area,Built up sub-division,Lower layer super output area,Rural/urban,Region,Altitude,London zone,LSOA Code,Local authority,MSOA Code,Middle layer super output area,Parish Code,Census output area,Constituency Code,Index of Multiple Deprivation,Quality,User Type,Last updated,Nearest station,Distance to station,Postcode area,Postcode district,Police force,Water company,Plus Code
BT1 1FL,No,54.599994,-5.932398,146110,529867,NW461298,"","Belfast","Central",N09000003,N08000315,Northern Ireland,N99999999,"Belfast West",1984-12-01,1991-12-01,"","",,,"","","Falls 3","",,6,,95GG21S3,,N99999999,"(pseudo) Northern Ireland",,N00001155,N06000004,29,8,0,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PH3X9+X2
BT1 1FN,Yes,54.601296,-5.933384,146054,530015,NW460300,"","Belfast","Central",N09000003,N08000315,Northern Ireland,N99999999,"Belfast West",2008-06-01,,"","",,,"","","Shankill 2","",,6,,95GG40S2,,N99999999,"(pseudo) Northern Ireland",,N00001439,N06000004,18,1,0,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ328+GJ
BT1 1FP,Yes,54.601424,-5.930406,146247,530018,NW462300,"","Belfast","Central",N09000003,N08000315,Northern Ireland,N99999999,"Belfast West",1984-12-01,,"","",,,"","","Falls 3","",,6,,95GG21S3,,N99999999,"(pseudo) Northern Ireland",,N00001155,N06000004,29,1,0,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ329+HR
BT1 1FQ,No,54.602557,-5.93151,146183,530148,NW461301,"","Belfast","New Lodge",N09000003,N08000340,Northern Ireland,N99999999,"Belfast North",1984-12-01,1999-06-01,"","",,,"","","New Lodge 1","",,6,,95GG35S1,,N99999999,"(pseudo) Northern Ireland",,N00001352,N06000002,25,8,1,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ339+29
BT1 1FR,Yes,54.601424,-5.930406,146247,530018,NW462300,"","Belfast","Central",N09000003,N08000315,Northern Ireland,N99999999,"Belfast West",2015-11-01,,"","",,,"","","Falls 3","",,6,,95GG21S3,,N99999999,"(pseudo) Northern Ireland",,N00001155,N06000004,29,5,1,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ329+HR
BT1 1FS,No,54.602557,-5.93151,146183,530148,NW461301,"","Belfast","New Lodge",N09000003,N08000340,Northern Ireland,N99999999,"Belfast North",1997-12-01,1999-06-01,"","",,,"","","New Lodge 1","",,6,,95GG35S1,,N99999999,"(pseudo) Northern Ireland",,N00001352,N06000002,25,8,1,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ339+29
BT1 1FT,No,54.601,-5.930784,146220,529973,NW462299,"","Belfast","Central",N09000003,N08000315,Northern Ireland,N99999999,"Belfast West",1984-12-01,2014-12-01,"","",,,"","","Falls 3","",,7,,95GG21S3,,N99999999,"(pseudo) Northern Ireland",,N00001155,N06000004,29,1,1,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ329+CM
BT1 1FW,No,54.602557,-5.93151,146183,530148,NW461301,"","Belfast","New Lodge",N09000003,N08000340,Northern Ireland,N99999999,"Belfast North",1984-12-01,1995-01-01,"","",,,"","","New Lodge 1","",,6,,95GG35S1,,N99999999,"(pseudo) Northern Ireland",,N00001352,N06000002,25,8,1,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ339+29
BT1 1FX,Yes,54.600906,-5.930541,146236,529961,NW462299,"","Belfast","Central",N09000003,N08000315,Northern Ireland,N99999999,"Belfast West",1984-12-01,,"","",,,"","","Falls 3","",,6,,95GG21S3,,N99999999,"(pseudo) Northern Ireland",,N00001155,N06000004,29,1,0,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ329+9Q
BT1 1FY,No,54.599538,-5.929883,146269,529807,NW462298,"","Belfast","Central",N09000003,N08000315,Northern Ireland,N99999999,"Belfast West",1987-04-01,2012-07-01,"","",,,"","","Falls 3","",,6,,95GG21S3,,N99999999,"(pseudo) Northern Ireland",,N00001155,N06000004,29,1,1,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PH3XC+R2
BT1 1GA,Yes,54.600126,-5.92959,146292,529871,NW462298,"","Belfast","Central",N09000003,N08000315,Northern Ireland,N99999999,"Belfast West",1984-12-01,,"","",,,"","","Falls 3","",,7,,95GG21S3,,N99999999,"(pseudo) Northern Ireland",,N00001155,N06000004,29,1,0,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ32C+35
BT1 1GB,Yes,54.599152,-5.929408,146298,529762,NW462297,"","Belfast","Central",N09000003,N08000315,Northern Ireland,N99999999,"Belfast South",1984-12-01,,"","",,,"","","Shaftesbury 1","",,5,,95GG39S1,,N99999999,"(pseudo) Northern Ireland",,N00001416,N06000003,163,1,0,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PH3XC+M6
BT1 1GD,No,0,0,,,,"","","",,,Northern Ireland,,"",1996-12-01,2005-11-01,"","",,,"","","","",,,,,,,"",,,,0,9,1,2019-11-23,"",,BT,BT1,"","Northern Ireland Water",
BT1 1GE,No,54.599278,-5.934152,145992,529793,NW459297,"","Belfast","Central",N09000003,N08000315,Northern Ireland,N99999999,"Belfast West",1998-12-01,2004-02-01,"","",,,"","","Falls 3","",,7,,95GG21S3,,N99999999,"(pseudo) Northern Ireland",,N00001155,N06000004,29,5,1,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PH3X8+P8
BT1 1GG,No,54.599349,-5.934102,145996,529801,NW459298,"","Belfast","Central",N09000003,N08000315,Northern Ireland,N99999999,"Belfast West",2001-12-01,2018-09-01,"","",,,"","","Falls 3","",,7,,95GG21S3,,N99999999,"(pseudo) Northern Ireland",,N00001155,N06000004,29,5,1,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PH3X8+P9
BT1 1GH,Yes,54.599405,-5.93266,146089,529802,NW460298,"","Belfast","Central",N09000003,N08000315,Northern Ireland,N99999999,"Belfast West",1984-12-01,,"","",,,"","","Falls 3","",,7,,95GG21S3,,N99999999,"(pseudo) Northern Ireland",,N00001155,N06000004,29,1,0,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PH3X8+QW
BT1 1GJ,Yes,54.599919,-5.935404,145915,529869,NW459298,"","Belfast","Central",N09000003,N08000315,Northern Ireland,N99999999,"Belfast West",1984-12-01,,"","",59,32,"","","Falls 3","",,8,,95GG21S3,,N99999999,"(pseudo) Northern Ireland",,N00001155,N06000004,29,1,0,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PH3X7+XR
BT1 1GL,No,54.599349,-5.934102,145996,529801,NW459298,"","Belfast","Central",N09000003,N08000315,Northern Ireland,N99999999,"Belfast West",1984-12-01,1991-12-01,"","",,,"","","Falls 3","",,7,,95GG21S3,,N99999999,"(pseudo) Northern Ireland",,N00001155,N06000004,29,8,0,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PH3X8+P9
BT1 1GP,No,54.599278,-5.934152,145992,529793,NW459297,"","Belfast","Central",N09000003,N08000315,Northern Ireland,N99999999,"Belfast West",1984-12-01,1998-12-01,"","",,,"","","Falls 3","",,7,,95GG21S3,,N99999999,"(pseudo) Northern Ireland",,N00001155,N06000004,29,8,1,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PH3X8+P8
BT1 1GR,No,54.599349,-5.934102,145996,529801,NW459298,"","Belfast","Central",N09000003,N08000315,Northern Ireland,N99999999,"Belfast West",1992-08-01,1994-12-01,"","",,,"","","Falls 3","",,7,,95GG21S3,,N99999999,"(pseudo) Northern Ireland",,N00001155,N06000004,29,8,1,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PH3X8+P9
BT1 1GT,No,54.602557,-5.93151,146183,530148,NW461301,"","Belfast","New Lodge",N09000003,N08000340,Northern Ireland,N99999999,"Belfast North",1984-12-01,1995-01-01,"","",,,"","","New Lodge 1","",,6,,95GG35S1,,N99999999,"(pseudo) Northern Ireland",,N00001352,N06000002,25,8,1,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ339+29
BT1 1GU,No,54.599328,-5.931828,146143,529791,NW461297,"","Belfast","Central",N09000003,N08000315,Northern Ireland,N99999999,"Belfast West",1996-12-01,2009-06-01,"","",,,"","","Falls 3","",,8,,95GG21S3,,N99999999,"(pseudo) Northern Ireland",,N00001155,N06000004,29,1,1,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PH3X9+P7
BT1 1GW,No,54.599278,-5.934152,145992,529793,NW459297,"","Belfast","Central",N09000003,N08000315,Northern Ireland,N99999999,"Belfast West",1998-12-01,2006-04-01,"","",,,"","","Falls 3","",,7,,95GG21S3,,N99999999,"(pseudo) Northern Ireland",,N00001155,N06000004,29,5,1,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PH3X8+P8
BT1 1HB,Yes,54.599036,-5.932075,146125,529759,NW461297,"","Belfast","Central",N09000003,N08000315,Northern Ireland,N99999999,"Belfast West",1984-12-01,,"","",,,"","","Falls 3","",,7,,95GG21S3,,N99999999,"(pseudo) Northern Ireland",,N00001155,N06000004,29,1,0,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PH3X9+J5
BT1 1HD,Yes,54.599143,-5.933602,146027,529776,NW460297,"","Belfast","Central",N09000003,N08000315,Northern Ireland,N99999999,"Belfast West",1984-12-01,,"","",,,"","","Falls 3","",,7,,95GG21S3,,N99999999,"(pseudo) Northern Ireland",,N00001155,N06000004,29,1,0,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PH3X8+MH
BT1 1HE,Yes,54.599172,-5.934281,145983,529782,NW459297,"","Belfast","Central",N09000003,N08000315,Northern Ireland,N99999999,"Belfast West",1984-12-01,,"","",,,"","","Falls 3","",,6,,95GG21S3,,N99999999,"(pseudo) Northern Ireland",,N00001155,N06000004,29,1,0,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PH3X8+M7
BT1 1HF,No,54.599124,-5.934098,145995,529776,NW459297,"","Belfast","Central",N09000003,N08000315,Northern Ireland,N99999999,"Belfast West",2006-09-01,2010-07-01,"","",,,"","","Falls 3","",,7,,95GG21S3,,N99999999,"(pseudo) Northern Ireland",,N00001155,N06000004,29,5,0,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PH3X8+J9
BT1 1HG,No,54.599124,-5.934098,145995,529776,NW459297,"","Belfast","Central",N09000003,N08000315,Northern Ireland,N99999999,"Belfast West",2007-03-01,2008-06-01,"","",,,"","","Falls 3","",,7,,95GG21S3,,N99999999,"(pseudo) Northern Ireland",,N00001155,N06000004,29,5,1,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PH3X8+J9
BT1 1HH,Yes,54.599718,-5.933062,146065,529838,NW460298,"","Belfast","Central",N09000003,N08000315,Northern Ireland,N99999999,"Belfast West",1984-12-01,,"","",,,"","","Falls 3","",,7,,95GG21S3,,N99999999,"(pseudo) Northern Ireland",,N00001155,N06000004,29,1,0,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PH3X8+VQ
BT1 1HJ,No,54.599504,-5.931046,146194,529807,NW461298,"","Belfast","Central",N09000003,N08000315,Northern Ireland,N99999999,"Belfast West",1984-12-01,2003-03-01,"","",,,"","","Falls 3","",,7,,95GG21S3,,N99999999,"(pseudo) Northern Ireland",,N00001155,N06000004,29,1,0,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PH3X9+RH
BT1 1HL,Yes,54.599437,-5.932411,146106,529805,NW461298,"","Belfast","Central",N09000003,N08000315,Northern Ireland,N99999999,"Belfast West",1984-12-01,,"","",,,"","","Falls 3","",,6,,95GG21S3,,N99999999,"(pseudo) Northern Ireland",,N00001155,N06000004,29,1,0,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PH3X9+Q2
BT1 1HP,Yes,54.599077,-5.934982,145937,529774,NW459297,"","Belfast","Central",N09000003,N08000315,Northern Ireland,N99999999,"Belfast West",2010-05-01,,"","",,,"","","Falls 3","",,6,,95GG21S3,,N99999999,"(pseudo) Northern Ireland",,N00001155,N06000004,29,1,0,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PH3X8+J2
BT1 1HQ,No,54.599718,-5.933062,146065,529838,NW460298,"","Belfast","Central",N09000003,N08000315,Northern Ireland,N99999999,"Belfast West",1997-06-01,2000-06-01,"","",,,"","","Falls 3","",,7,,95GG21S3,,N99999999,"(pseudo) Northern Ireland",,N00001155,N06000004,29,8,1,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PH3X8+VQ
BT1 1HR,Yes,54.600619,-5.93427,145993,529943,NW459299,"","Belfast","Central",N09000003,N08000315,Northern Ireland,N99999999,"Belfast West",2001-12-01,,"","",,,"","","Falls 3","",,7,,95GG21S3,,N99999999,"(pseudo) Northern Ireland",,N00001155,N06000004,29,1,1,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ328+67
BT1 1HS,Yes,54.600288,-5.938604,145711,529922,NW457299,"","Belfast","Falls",N09000003,N08000324,Northern Ireland,N99999999,"Belfast West",1984-12-01,,"","",,,"","","Falls 3","",,9,,95GG21S3,,N99999999,"(pseudo) Northern Ireland",,N00001155,N06000004,29,1,1,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ326+4H
BT1 1HT,No,0,0,,,,"","","",,,Northern Ireland,,"",1995-01-01,2018-09-01,"","",,,"","","","",,,,,,,"",,,,0,9,1,2019-11-23,"",,BT,BT1,"","Northern Ireland Water",
BT1 1HU,Yes,54.599639,-5.934242,145989,529834,NW459298,"","Belfast","Central",N09000003,N08000315,Northern Ireland,N99999999,"Belfast West",1984-12-01,,"","",,,"","","Falls 3","",,6,,95GG21S3,,N99999999,"(pseudo) Northern Ireland",,N00001155,N06000004,29,1,0,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PH3X8+V8
BT1 1HX,No,54.599587,-5.934353,145981,529829,NW459298,"","Belfast","Central",N09000003,N08000315,Northern Ireland,N99999999,"Belfast West",1984-12-01,1986-12-01,"","",,,"","","Falls 3","",,6,,95GG21S3,,N99999999,"(pseudo) Northern Ireland",,N00001155,N06000004,29,8,1,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PH3X8+R7
BT1 1HY,No,54.599587,-5.934353,145981,529829,NW459298,"","Belfast","Central",N09000003,N08000315,Northern Ireland,N99999999,"Belfast West",1992-01-01,1994-05-01,"","",,,"","","Falls 3","",,6,,95GG21S3,,N99999999,"(pseudo) Northern Ireland",,N00001155,N06000004,29,8,1,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PH3X8+R7
BT1 1HZ,No,54.599587,-5.934353,145981,529829,NW459298,"","Belfast","Central",N09000003,N08000315,Northern Ireland,N99999999,"Belfast West",1992-08-01,2000-09-01,"","",,,"","","Falls 3","",,6,,95GG21S3,,N99999999,"(pseudo) Northern Ireland",,N00001155,N06000004,29,8,1,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PH3X8+R7
BT1 1JA,No,54.601753,-5.933887,146025,530068,NW460300,"","Belfast","Central",N09000003,N08000315,Northern Ireland,N99999999,"Belfast West",1984-12-01,2006-03-01,"","",,,"","","Shankill 2","",,7,,95GG40S2,,N99999999,"(pseudo) Northern Ireland",,N00001439,N06000004,18,5,0,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ328+PC
BT1 1JB,No,54.599278,-5.934152,145992,529793,NW459297,"","Belfast","Central",N09000003,N08000315,Northern Ireland,N99999999,"Belfast West",2004-03-01,2005-09-01,"","",,,"","","Falls 3","",,7,,95GG21S3,,N99999999,"(pseudo) Northern Ireland",,N00001155,N06000004,29,5,1,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PH3X8+P8
BT1 1JE,Yes,54.601753,-5.933887,146025,530068,NW460300,"","Belfast","Central",N09000003,N08000315,Northern Ireland,N99999999,"Belfast West",1984-12-01,,"","",,,"","","Shankill 2","",,7,,95GG40S2,,N99999999,"(pseudo) Northern Ireland",,N00001439,N06000004,18,1,0,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ328+PC
BT1 1JF,No,54.601753,-5.933887,146025,530068,NW460300,"","Belfast","Central",N09000003,N08000315,Northern Ireland,N99999999,"Belfast West",1988-03-01,1990-12-01,"","",,,"","","Shankill 2","",,7,,95GG40S2,,N99999999,"(pseudo) Northern Ireland",,N00001439,N06000004,18,8,1,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ328+PC
BT1 1JG,No,54.599278,-5.934152,145992,529793,NW459297,"","Belfast","Central",N09000003,N08000315,Northern Ireland,N99999999,"Belfast West",1999-06-01,2006-10-01,"","",,,"","","Falls 3","",,7,,95GG21S3,,N99999999,"(pseudo) Northern Ireland",,N00001155,N06000004,29,5,1,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PH3X8+P8
BT1 1JH,No,54.60069,-5.933694,146031,529949,NW460299,"","Belfast","Central",N09000003,N08000315,Northern Ireland,N99999999,"Belfast West",1984-12-01,1990-12-01,"","",,,"","","Falls 3","",,6,,95GG21S3,,N99999999,"(pseudo) Northern Ireland",,N00001155,N06000004,29,8,1,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ328+7G
BT1 1JJ,Yes,54.599525,-5.933861,146013,529820,NW460298,"","Belfast","Central",N09000003,N08000315,Northern Ireland,N99999999,"Belfast West",1984-12-01,,"","",,,"","","Falls 3","",,8,,95GG21S3,,N99999999,"(pseudo) Northern Ireland",,N00001155,N06000004,29,1,0,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PH3X8+RF
BT1 1JL,Yes,54.601387,-5.932946,146083,530024,NW460300,"","Belfast","Central",N09000003,N08000315,Northern Ireland,N99999999,"Belfast West",1984-12-01,,"","",,,"","","Shankill 2","",,6,,95GG40S2,,N99999999,"(pseudo) Northern Ireland",,N00001439,N06000004,18,1,0,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ328+HR
BT1 1JN,Yes,54.60145,-5.932433,146117,530029,NW461300,"","Belfast","Central",N09000003,N08000315,Northern Ireland,N99999999,"Belfast West",1984-12-01,,"","",,,"","","Falls 3","",,6,,95GG21S3,,N99999999,"(pseudo) Northern Ireland",,N00001155,N06000004,29,1,0,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ329+H2
BT1 1JP,No,54.602108,-5.934117,146012,530108,NW460301,"","Belfast","Central",N09000003,N08000315,Northern Ireland,N99999999,"Belfast West",2006-06-01,2006-07-01,"","",,,"","","Shankill 2","",,6,,95GG40S2,,N99999999,"(pseudo) Northern Ireland",,N00001439,N06000004,18,1,0,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ328+R9
BT1 1JQ,Yes,54.601691,-5.933395,146056,530059,NW460300,"","Belfast","Central",N09000003,N08000315,Northern Ireland,N99999999,"Belfast West",1984-12-01,,"","",,,"","","Shankill 2","",,7,,95GG40S2,,N99999999,"(pseudo) Northern Ireland",,N00001439,N06000004,18,1,0,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ328+MJ
BT1 1JR,No,54.60056,-5.936099,145875,529943,NW458299,"","Belfast","Falls",N09000003,N08000324,Northern Ireland,N99999999,"Belfast West",2009-02-01,2009-03-01,"","",,,"","","Falls 3","",,9,,95GG21S3,,N99999999,"(pseudo) Northern Ireland",,N00001155,N06000004,29,5,1,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ327+6H
BT1 1JS,Yes,54.60056,-5.936099,145875,529943,NW458299,"","Belfast","Falls",N09000003,N08000324,Northern Ireland,N99999999,"Belfast West",1984-12-01,,"","",,,"","","Falls 3","",,9,,95GG21S3,,N99999999,"(pseudo) Northern Ireland",,N00001155,N06000004,29,1,0,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ327+6H
BT1 1JT,No,54.60056,-5.936099,145875,529943,NW458299,"","Belfast","Falls",N09000003,N08000324,Northern Ireland,N99999999,"Belfast West",1984-12-01,1991-12-01,"","",,,"","","Falls 3","",,9,,95GG21S3,,N99999999,"(pseudo) Northern Ireland",,N00001155,N06000004,29,8,0,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ327+6H
BT1 1JW,No,54.600495,-5.937031,145814,529939,NW458299,"","Belfast","Falls",N09000003,N08000324,Northern Ireland,N99999999,"Belfast West",1984-12-01,1995-01-01,"","",,,"","","Falls 3","",,8,,95GG21S3,,N99999999,"(pseudo) Northern Ireland",,N00001155,N06000004,29,8,1,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ327+55
BT1 1JX,No,54.60056,-5.936099,145875,529943,NW458299,"","Belfast","Falls",N09000003,N08000324,Northern Ireland,N99999999,"Belfast West",1984-12-01,1990-12-01,"","",,,"","","Falls 3","",,9,,95GG21S3,,N99999999,"(pseudo) Northern Ireland",,N00001155,N06000004,29,8,1,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ327+6H
BT1 1JY,No,54.60056,-5.936099,145875,529943,NW458299,"","Belfast","Falls",N09000003,N08000324,Northern Ireland,N99999999,"Belfast West",1984-12-01,1997-12-01,"","",,,"","","Falls 3","",,9,,95GG21S3,,N99999999,"(pseudo) Northern Ireland",,N00001155,N06000004,29,8,1,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ327+6H
BT1 1JZ,No,54.60056,-5.936099,145875,529943,NW458299,"","Belfast","Falls",N09000003,N08000324,Northern Ireland,N99999999,"Belfast West",1990-07-01,1991-12-01,"","",,,"","","Falls 3","",,9,,95GG21S3,,N99999999,"(pseudo) Northern Ireland",,N00001155,N06000004,29,8,1,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ327+6H
BT1 1LA,Yes,54.600806,-5.928906,146340,529944,NW463299,"","Belfast","Central",N09000003,N08000315,Northern Ireland,N99999999,"Belfast West",1985-10-01,,"","",,,"","","Falls 3","",,8,,95GG21S3,,N99999999,"(pseudo) Northern Ireland",,N00001155,N06000004,29,1,0,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ32C+8C
BT1 1LB,No,54.601271,-5.929826,146284,529999,NW462299,"","Belfast","Central",N09000003,N08000315,Northern Ireland,N99999999,"Belfast West",1984-12-01,2002-01-01,"","",,,"","","Falls 3","",,6,,95GG21S3,,N99999999,"(pseudo) Northern Ireland",,N00001155,N06000004,29,1,0,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ32C+G3
BT1 1LD,Yes,54.601532,-5.930416,146248,530031,NW462300,"","Belfast","Central",N09000003,N08000315,Northern Ireland,N99999999,"Belfast West",1984-12-01,,"","",,,"","","Falls 3","",,6,,95GG21S3,,N99999999,"(pseudo) Northern Ireland",,N00001155,N06000004,29,1,0,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ329+JR
